CCC(C)S	CHEMBL3183438
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(O)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609275
CCCCC1NC(=O)C(CO)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(CCCCN)NC(=O)C2CSSCC3NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCNC(N)=N)NC(=O)C(CSSCC(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC3=O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N)C(C)CC)C(C)O)C(C)CC)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(Cc3ccccc3)C(=O)NC(CCC(N)=O)C(=O)N2)NC(=O)C(Cc2ccccc2)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCCN)NC1=O)C(C)O	CHEMBL3609089
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609093
NC(=O)C(CSSCC(NC(=O)C(CCCCNC(=O)C(CCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(CCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)C(N)=O)NC(=O)C(CCCCNC(=O)C(CCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(CCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCSC1OC(CO)C(O)C(O)C1O	CHEMBL1774849
CCCCC(NC(C)=O)C(=O)NC1CC(=O)NCCCCC(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NC(CCCC)C(=O)NC1CC(=O)NCCCCC(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc2cnc[nH]2)NC1=O)C(N)=O	CHEMBL3354730
CC(C)CC(NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(NC(=O)C1CSSCC(NC(=O)C(C)N)C(=O)NC(CC(O)=O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(N)=O	CHEMBL2369459
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(N)=N)NC(=O)C(CSSCC(NC(=O)C(N)CC(O)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C)C(=O)NC(CCSC)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC3=O)C(C)O)C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(N)=O)NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C2CCCN2C1=O)C(C)C	CHEMBL3416893
CCCCC1NC(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CSSCC2NC(=O)C3CSSCC(NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(CCCCN)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CSSCC(NC(=O)C(CCCCN)NC(=O)C(CCCNC(N)=N)NC1=O)C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)NC(CC(O)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(O)=O)C(=O)NC(CCCCN)C(=O)N3)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC2=O)C(C)C)C(C)O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc1ccccc1)C(N)=O)NC(=O)C(N)CC(O)=O	CHEMBL3416938
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(N)=N)NC(=O)C(CSSCC(NC(=O)C(N)CC(O)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC3=O)C(C)O)C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NC(C)C(N)=O)NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C2CCCN2C1=O)C(C)C	CHEMBL3416915
CC(C)CC(NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(NC(=O)C(CS)NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CS)NC(=O)C(C)N)C(C)O)C(C)O)C(C)C)C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCCNC(N)=N)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(N)=O	CHEMBL1910953
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CCC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609267
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609076
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609057
CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(O)=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(C)CC)C(C)C)C(O)=O)C(O)=O	CHEMBL437467
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(O)=O)NC(=O)C(C)NC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(O)=O)NC(=O)C(C)N)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(O)=O	CHEMBL1076957
CC(C)CC(NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(NC(=O)C1CSSSSCC(NC(=O)C(C)N)C(=O)NC(CC(O)=O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(N)=O	CHEMBL442324
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(O)=O)NC(=O)C(CCCNC(N)=N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(O)=O)NC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)CC)C(C)CC)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(C(C)CC)C(=O)NC(C(C)O)C(=O)NC(CC(O)=O)C(O)=O	CHEMBL2104987
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(N)=N)NC(=O)C(CSSCC(NC(=O)C(N)CC(O)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C)C(=O)NC(CCSC)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC3=O)C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(N)=O)NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C2CCCN2C1=O)C(C)C	CHEMBL3417037
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(N)=N)NC(=O)C(CSSCC(NC(=O)C(N)CC(O)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CC)C(=O)NC(CCSC)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC3=O)C(C)O)C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(N)=O)NC(=O)C(CCCCN)NC(=O)C(CC(O)=O)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C2CCCN2C1=O)C(C)C	CHEMBL3416918
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609067
CC(C)CC(NC(=O)CNC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(NC(=O)C(CS)NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CS)NC(=O)C(C)N)C(C)O)C(C)O)C(C)C)C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(O)=O	CHEMBL3037882
CCC(C)C1NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CCC(O)=O)NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C1=O)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N)C(C)O	CHEMBL3609266
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(CCC(O)=O)NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609269
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609047
CCC(C)C1NC(=O)C(CSSCC(NC(=O)C(NC(=O)CNC(=O)C2CSSCC3NC(=O)C(CCC(N)=O)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(CSSCC(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(CCC(O)=O)NC(=O)C(CCCNC(N)=N)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N2)NC(=O)C(CCCNC(N)=N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C(CC(O)=O)NC1=O)C(C)O)C(C)CC)C(C)O)C(C)O)C(O)=O)NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N	CHEMBL3609029
COc1ccc(C#Cc2nc3c(NC(N)=NC3=O)n2C2CC(OP(O)(=O)OCC3OC(CC3OP(O)(=O)OCC3OC(CC3OP(O)(=O)OCC3OC(CC3OP(O)(=O)OCC3OC(CC3OP(O)(=O)OCC3OC(CC3OP(O)(=O)OCC3OC(CC3O)N3C=CC(N)=NC3=O)n3cnc4c3NC(N)=NC4=O)N3C=CC(N)=NC3=O)n3cnc4c(N)ncnc34)n3cnc4c(N)ncnc34)N3C=C(C)C(=O)NC3=O)C(COP(O)(=O)OC3CC(OC3COP(O)(=O)OC3CC(OC3COP(O)(=O)OC3CC(OC3COP(O)(=O)OC3CC(OC3COP(O)(=O)OC3CC(OC3COP(O)(=O)OC3CC(OC3CO)N3C=CC(N)=NC3=O)n3cnc4c3NC(N)=NC4=O)N3C=CC(N)=NC3=O)n3cnc4c(N)ncnc34)n3cnc4c(N)ncnc34)N3C=C(C)C(=O)NC3=O)O2)c2ccccc12	CHEMBL2057222
CCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(O)=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(O)=O)NC(=O)C(C)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(C)CC)C(C)C)C(O)=O)C(O)=O	CHEMBL409983
